	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	Ensemble ID	Gene_symbol	N/A	Protein Name	cytosol	extracellular	membrane	mitochondrion	nucleus	secretory-pathway	Reviewed
713	713	713	0	ENSG00000137752	CASP1	0.0	P29466	0.9999939520000001	0.8600000000000001	0.8	0.30000000000000004	0.988	0.0	Reviewed
714	714	714	0	ENSG00000137752	CASP1	0.0	P29466	0.9999939520000001	0.8600000000000001	0.8	0.30000000000000004	0.988	0.0	Reviewed
715	715	715	0	ENSG00000137760	ALKBH8	0.0	Q96BT7	0.94	0.0	0.0	0.0	0.9996799999999999	0.0	Reviewed
716	716	716	0	ENSG00000196224	KRTAP5-3	0.0	Q6L8H2	0.51	0.0	0.0	0.0	0.0	0.0	Reviewed
717	717	717	0	ENSG00000165973	NELL1	0.0	Q92832	0.96	0.9874	0.8	0.0	0.8	0.7	Reviewed
718	718	718	0	ENSG00000148948	LRRC4C	0.0	Q9HCJ2	0.94	0.958	0.9988239999999999	0.0	0.0	0.0	Reviewed
719	719	719	0	ENSG00000181767	OR8H2	0.0	Q8N162	0.0	0.8	0.9706	0.0	0.0	0.0	Reviewed
720	720	720	0	ENSG00000165458	INPPL1	0.0	O15357	0.9916	0.8	0.657	0.0	0.7	0.96	Reviewed
721	721	721	0	ENSG00000165323	FAT3	0.0	Q8TDW7	0.7	0.94	0.853	0.0	0.0	0.0	Reviewed
722	722	722	0	ENSG00000060237	WNK1	0.0	Q9H4A3	0.99892	0.94	0.7	0.0	0.0	0.0	Reviewed
723	723	723	0	ENSG00000136051	KIAA1033	0.0	Q2M389	0.988	0.0	0.0	0.0	0.96	0.8600000000000001	Reviewed
724	724	724	0	ENSG00000111249	CUX2	0.0	O14529	0.30000000000000004	0.0	0.0	0.0	0.9964	0.7	Reviewed
725	725	725	0	ENSG00000089250	NOS1	0.0	P29475	0.99944434	0.8	0.999925912	0.7	0.988	0.7	Reviewed
726	726	726	0	ENSG00000187166	H1FNT	0.0	Q75WM6	0.7	0.0	0.0	0.0	0.9811	0.0	Reviewed
727	727	727	0	ENSG00000167535	CACNB3	0.0	P54284	0.8600000000000001	0.8	0.9988239999999999	0.0	0.91	0.8	Reviewed
728	728	728	0	ENSG00000167535	ENSG00000167535	0.0	P54284	0.8600000000000001	0.8	0.9988239999999999	0.0	0.91	0.8	Reviewed
729	729	729	0	ENSG00000130037	KCNA5	0.0	P22460	0.51	0.8	0.9999998814591999	0.0	0.0	0.51	Reviewed
730	730	730	0	ENSG00000196531	ENSG00000196531	0.0	Q13765	0.992	0.0	0.0	0.0	0.982	0.0	Reviewed
731	731	731	0	ENSG00000196531	ENSG00000196531	0.0	E9PAV3	0.8600000000000001	0.0	0.0	0.0	0.30000000000000004	0.0	Reviewed
732	732	732	0	ENSG00000135454	B4GALNT1	0.0	Q00973	0.0	0.8	0.902	0.0	0.0	0.99118	Reviewed
733	733	733	0	ENSG00000177990	DPY19L2	0.0	Q6NUT2	0.0	0.8	0.79	0.8	0.958	0.0	Reviewed
734	734	734	0	ENSG00000127329	PTPRB	0.0	P23467	0.94	0.8	0.9997648000000001	0.0	0.0	0.30000000000000004	Reviewed
735	735	735	0	ENSG00000185046	ANKS1B	0.0	Q7Z6G8	0.999856	0.8	0.9903959999999999	0.0	0.79	0.0	Reviewed
736	736	736	0	ENSG00000185046	ANKS1B	0.0	Q7Z6G8	0.999856	0.8	0.9903959999999999	0.0	0.79	0.0	Reviewed
737	737	737	0	ENSG00000120694	HSPH1	0.0	Q92598	0.99992944	0.30000000000000004	0.8	0.0	0.992	0.30000000000000004	Reviewed
738	738	738	0	ENSG00000118946	PCDH17	0.0	O14917	0.96	0.94	0.9946	0.0	0.0	0.0	Reviewed
739	739	739	0	ENSG00000178235	SLITRK1	0.0	Q96PX8	0.0	0.8600000000000001	0.998236	0.0	0.0	0.0	Reviewed
740	740	740	0	ENSG00000165300	SLITRK5	0.0	O94991	0.0	0.8	0.9941200000000001	0.0	0.8	0.8	Reviewed
741	741	741	0	ENSG00000254656	RTL1	0.0	A6NKG5	0.8	0.8	0.30000000000000004	0.0	0.7	0.0	Reviewed
742	742	742	0	ENSG00000099814	CEP170B	0.0	Q9Y4F5	0.9941200000000001	0.0	0.0	0.0	0.0	0.0	Reviewed
743	743	743	0	ENSG00000099814	CEP170B	0.0	Q9Y4F5	0.9941200000000001	0.0	0.0	0.0	0.0	0.0	Reviewed
744	744	744	0	ENSG00000211972	ENSG00000211972	0.0	A0A0C4DH42	0.0	0.94	0.982	0.0	0.0	0.0	Reviewed
745	745	745	0	ENSG00000174450	ENSG00000174450	0.0	Q8N9W4	0.91	0.0	0.0	0.0	0.7	0.7	Reviewed
746	746	746	0	ENSG00000186399	ENSG00000249931	0.0	I6L899	0.7	0.0	0.0	0.0	0.0	0.30000000000000004	Reviewed
747	747	747	0	ENSG00000186399	LOC643699	0.0	I6L899	0.7	0.0	0.0	0.0	0.0	0.30000000000000004	Reviewed
748	748	748	0	ENSG00000249931	GOLGA8K	0.0	D6RF30	0.0	0.0	0.0	0.0	0.0	0.30000000000000004	Reviewed
749	749	749	0	ENSG00000166147	FBN1	0.0	P35555	0.8	0.9997648000000001	0.8	0.0	0.0	0.79	Reviewed
750	750	750	0	ENSG00000234438	KBTBD13	0.0	C9JR72	0.79	0.0	0.0	0.0	0.0	0.0	Reviewed
751	751	751	0	ENSG00000167195	GOLGA6C	0.0	A6NDK9	0.7	0.0	0.0	0.0	0.0	0.30000000000000004	Reviewed
752	752	752	0	ENSG00000166813	KIF7	0.0	Q2M1P5	0.9811	0.0	0.8	0.0	0.973	0.0	Reviewed
753	753	753	0	ENSG00000140443	IGF1R	0.0	P08069	0.8600000000000001	0.8	0.99997984	0.0	0.0	0.0	Reviewed
754	754	754	0	ENSG00000140443	ENSG00000140443	0.0	P08069	0.8600000000000001	0.8	0.99997984	0.0	0.0	0.0	Reviewed
755	755	755	0	ENSG00000196557	CACNA1H	0.0	O95180	0.8	0.8	0.9998488000000001	0.0	0.8	0.7	Reviewed
756	756	756	0	ENSG00000158486	DNAH3	0.0	Q8TD57	0.99989416	0.0	0.0	0.0	0.8	0.0	Reviewed
757	757	757	0	ENSG00000167972	ABCA3	0.0	Q99758	0.94	0.8600000000000001	0.9988239999999999	0.0	0.8	0.9706	Reviewed
758	758	758	0	ENSG00000103546	SLC6A2	0.0	P23975	0.8	0.8	0.9998833114	0.8	0.0	0.0	Reviewed
759	759	759	0	ENSG00000196123	ENSG00000196123	0.0	Q68EN5	0.8	0.0	0.0	0.0	0.982	0.0	Reviewed
760	760	760	0	ENSG00000171724	VAT1L	0.0	Q9HCJ6	0.9946	0.0	0.0	0.0	0.0	0.0	Reviewed
761	761	761	0	ENSG00000132376	INPP5K	0.0	Q9BT40	0.9964	0.8	0.9999040000000001	0.0	0.8	0.96	Reviewed
762	762	762	0	ENSG00000133030	PLD6	0.0	Q6WCQ1	0.999856	0.0	0.30000000000000004	0.0	0.91	0.0	Reviewed
763	763	763	0	ENSG00000108786	ENSG00000108786	0.0	P14061	0.9916	0.0	0.0	0.7	0.0	0.7	Reviewed
764	764	764	0	ENSG00000108786	HSD17B1	0.0	P14061	0.9916	0.0	0.0	0.7	0.0	0.7	Reviewed
765	765	765	0	ENSG00000120068	HOXB8	0.0	P17481	0.0	0.0	0.0	0.0	0.9995200000000001	0.0	Reviewed
766	766	766	0	ENSG00000173714	WFIKKN2	0.0	Q8TEU8	0.0	0.982	0.8	0.0	0.0	0.7	Reviewed
767	767	767	0	ENSG00000121058	COIL	0.0	P38432	0.0	0.8	0.30000000000000004	0.0	0.999999993856	0.0	Reviewed
768	768	768	0	ENSG00000179314	WSCD1	0.0	Q658N2	0.0	0.94	0.30000000000000004	0.0	0.8	0.94	Reviewed
769	769	769	0	ENSG00000173826	KCNH6	0.0	Q9H252	0.0	0.8	0.9962200000000001	0.0	0.0	0.0	Reviewed
770	770	770	0	ENSG00000132475	H3F3B	0.0	P84243	0.30000000000000004	0.30000000000000004	0.8	0.7	0.9999981184000001	0.0	Reviewed
771	771	771	0	ENSG00000183206	POTEC	0.0	B2RU33	0.0	0.0	0.0	0.7	0.0	0.0	Reviewed
772	772	772	0	ENSG00000183206	POTEC	0.0	B2RU33	0.0	0.0	0.0	0.7	0.0	0.0	Reviewed
773	773	773	0	ENSG00000099875	MKNK2	0.0	Q9HBH9	0.973	0.0	0.0	0.0	0.9983200000000001	0.0	Reviewed
774	774	774	0	ENSG00000104897	SF3A2	0.0	Q15428	0.958	0.0	0.0	0.0	0.999985888	0.0	Reviewed
775	775	775	0	ENSG00000105204	DYRK1B	0.0	Q9Y463	0.7	0.0	0.0	0.0	0.9995200000000001	0.0	Reviewed
776	776	776	0	ENSG00000181781	ODF3L2	0.0	Q3SX64	0.8	0.7	0.0	0.0	0.7	0.0	Reviewed
777	777	777	0	ENSG00000197619	ZNF615	0.0	Q8N8J6	0.7	0.0	0.0	0.8	0.958	0.0	Reviewed
778	778	778	0	ENSG00000196867	ZFP28	0.0	Q8NHY6	0.8	0.0	0.0	0.0	0.9916	0.0	Reviewed
779	779	779	0	ENSG00000204514	ZNF814	0.0	B7Z6K7	0.30000000000000004	0.0	0.0	0.0	0.30000000000000004	0.0	Reviewed
780	780	780	0	ENSG00000130726	TRIM28	0.0	Q13263	0.0	0.0	0.0	0.0	0.99984124	0.0	Reviewed
781	781	781	0	ENSG00000130726	TRIM28	0.0	Q13263	0.0	0.0	0.0	0.0	0.99984124	0.0	Reviewed
782	782	782	0	ENSG00000125726	CD70	0.0	P32970	0.30000000000000004	0.8	0.9944	0.0	0.30000000000000004	0.0	Reviewed
783	783	783	0	ENSG00000136717	BIN1	0.0	O00499	0.9999999782271999	0.8	0.999244	0.0	0.9916	0.0	Reviewed
784	784	784	0	ENSG00000204406	MBD5	0.0	Q9P267	0.30000000000000004	0.0	0.96	0.0	0.9983200000000001	0.0	Reviewed
785	785	785	0	ENSG00000163092	XIRP2	0.0	A4UGR9	0.9974799999999999	0.0	0.96	0.0	0.982	0.0	Reviewed
786	786	786	0	ENSG00000073734	ABCB11	0.0	O95342	0.657	0.8	0.9899158000000001	0.0	0.30000000000000004	0.7	Reviewed
787	787	787	0	ENSG00000188738	FSIP2	0.0	Q5CZC0	0.982	0.0	0.0	0.94	0.91	0.7	Reviewed
788	788	788	0	ENSG00000115942	ORC2	0.0	Q13416	0.96	0.8	0.30000000000000004	0.0	0.9999996236799998	0.0	Reviewed
789	789	789	0	ENSG00000155754	ALS2CR11	0.0	Q53TS8	0.0	0.0	0.0	0.0	0.91	0.0	Reviewed
790	790	790	0	ENSG00000211626	ENSG00000211626	0.0	A0A0C4DH26	0.0	0.7	0.0	0.0	0.0	0.0	Unreviewed
791	791	791	0	ENSG00000135976	ANKRD36	0.0	A6QL64	0.9946	0.0	0.0	0.0	0.8	0.0	Reviewed
792	792	792	0	ENSG00000135976	ANKRD36	0.0	A6QL64	0.9946	0.0	0.0	0.0	0.8	0.0	Reviewed
793	793	793	0	ENSG00000125813	PAX1	0.0	P15863	0.0	0.0	0.0	0.0	0.958	0.0	Reviewed
794	794	794	0	ENSG00000101057	MYBL2	0.0	P10244	0.8	0.0	0.0	0.0	0.9998992	0.0	Reviewed
795	795	795	0	ENSG00000124228	DDX27	0.0	Q96GQ7	0.7	0.0	0.0	0.0	0.9995200000000001	0.0	Reviewed
796	796	796	0	ENSG00000101144	BMP7	0.0	P18075	0.8600000000000001	0.998236	0.8	0.0	0.96	0.8	Reviewed
797	797	797	0	ENSG00000171858	RPS21	0.0	P63220	0.999950608	0.0	0.30000000000000004	0.0	0.30000000000000004	0.8600000000000001	Reviewed
798	798	798	0	ENSG00000160223	ICOSLG	0.0	O75144	0.30000000000000004	0.94	0.9916	0.0	0.0	0.0	Reviewed
799	799	799	0	ENSG00000160223	ICOSLG	0.0	O75144	0.30000000000000004	0.94	0.9916	0.0	0.0	0.0	Reviewed
800	800	800	0	ENSG00000160285	ENSG00000235878	0.0	P48449	0.96	0.8	0.79	0.0	0.0	0.30000000000000004	Reviewed
801	801	801	0	ENSG00000184470	TXNRD2	0.0	Q9NNW7	0.96	0.0	0.0	0.9983200000000001	0.0	0.0	Reviewed
802	802	802	0	ENSG00000100344	PNPLA3	0.0	Q9NST1	0.9946	0.8	0.958	0.8	0.8	0.30000000000000004	Reviewed
803	803	803	0	ENSG00000125037	LOC401052	0.0	Q9P0I2	0.96	0.8	0.94	0.0	0.0	0.94	Reviewed
804	804	804	0	ENSG00000144857	BOC	0.0	Q9BWV1	0.0	0.8	0.993826	0.0	0.96	0.0	Reviewed
805	805	805	0	ENSG00000114030	ENSG00000114030	0.0	P52294	0.9994959999999999	0.30000000000000004	0.79	0.8	0.9983200000000001	0.0	Reviewed
806	806	806	0	ENSG00000178804	H1FOO	0.0	Q8IZA3	0.853	0.0	0.0	0.0	0.9943299999999999	0.0	Reviewed
807	807	807	0	ENSG00000178804	H1FOO	0.0	Q8IZA3	0.853	0.0	0.0	0.0	0.9943299999999999	0.0	Reviewed
808	808	808	0	ENSG00000177311	ZBTB38	0.0	Q8NAP3	0.0	0.30000000000000004	0.0	0.0	0.9994959999999999	0.0	Reviewed
809	809	809	0	ENSG00000175040	CHST2	0.0	Q9Y4C5	0.94	0.8	0.94	0.0	0.0	0.9997648000000001	Reviewed
810	810	810	0	ENSG00000121879	PIK3CA	0.0	P42336	0.9997732	0.0	0.79	0.0	0.0	0.0	Reviewed
811	811	811	0	ENSG00000121879	PIK3CA	0.0	P42336	0.9997732	0.0	0.79	0.0	0.0	0.0	Reviewed
812	812	812	0	ENSG00000113790	EHHADH	0.0	Q08426	0.9706	0.0	0.0	0.91	0.0	0.0	Reviewed
813	813	813	0	ENSG00000145113	MUC4	0.0	Q99102	0.51	0.9941200000000001	0.995884	0.0	0.0	0.30000000000000004	Reviewed
814	814	814	0	ENSG00000145113	MUC4	0.0	Q99102	0.51	0.9941200000000001	0.995884	0.0	0.0	0.30000000000000004	Reviewed
815	815	815	0	ENSG00000145113	MUC4	0.0	Q99102	0.51	0.9941200000000001	0.995884	0.0	0.0	0.30000000000000004	Reviewed
816	816	816	0	ENSG00000145113	MUC4	0.0	Q99102	0.51	0.9941200000000001	0.995884	0.0	0.0	0.30000000000000004	Reviewed
817	817	817	0	ENSG00000145113	MUC4	0.0	Q99102	0.51	0.9941200000000001	0.995884	0.0	0.0	0.30000000000000004	Reviewed
818	818	818	0	ENSG00000145113	MUC4	0.0	Q99102	0.51	0.9941200000000001	0.995884	0.0	0.0	0.30000000000000004	Reviewed
819	819	819	0	ENSG00000114166	KAT2B	0.0	Q92831	0.9314	0.0	0.0	0.0	0.9999901216	0.0	Reviewed
820	820	820	0	ENSG00000088543	C3orf18	0.0	Q9UK00	0.8	0.8	0.79	0.0	0.0	0.0	Reviewed
821	821	821	0	ENSG00000163635	ATXN7	0.0	O15265	0.992	0.0	0.0	0.0	0.99992944	0.0	Reviewed
822	822	822	0	ENSG00000227124	ENSG00000227124	0.0	Q9BY31	0.0	0.0	0.8	0.0	0.9916	0.0	Reviewed
823	823	823	0	ENSG00000174137	FAM53A	0.0	Q6NSI3	0.0	0.7	0.0	0.0	0.853	0.0	Reviewed
824	824	824	0	ENSG00000205097	FRG2	0.0	Q64ET8	0.0	0.0	0.0	0.0	0.937	0.0	Reviewed
825	825	825	0	ENSG00000168214	ENSG00000168214	0.0	Q06330	0.8	0.0	0.0	0.0	0.99999975808	0.0	Reviewed
826	826	826	0	ENSG00000064042	LIMCH1	0.0	Q9UPQ0	0.9999328000000002	0.0	0.8	0.0	0.91	0.0	Reviewed
827	827	827	0	ENSG00000151834	GABRA2	0.0	P47869	0.0	0.8	0.9956782	0.0	0.0	0.8	Reviewed
828	828	828	0	ENSG00000172869	DMXL1	0.0	Q9Y485	0.982	0.0	0.0	0.0	0.94	0.0	Reviewed
829	829	829	0	ENSG00000120324	PCDHB10	0.0	Q9UN67	0.0	0.94	0.9874	0.0	0.0	0.0	Reviewed
830	830	830	0	ENSG00000118322	ATP10B	0.0	O94823	0.0	0.8	0.9874	0.0	0.0	0.902	Reviewed
831	831	831	0	ENSG00000198055	GRK6	0.0	P43250	0.91	0.8	0.902	0.8	0.7	0.0	Reviewed
832	832	832	0	ENSG00000131446	MGAT1	0.0	P26572	0.30000000000000004	0.8	0.51	0.0	0.0	0.9943299999999999	Reviewed
833	833	833	0	ENSG00000040731	CDH10	0.0	Q9Y6N8	0.0	0.94	0.79	0.0	0.0	0.0	Reviewed
834	834	834	0	ENSG00000113594	LIFR	0.0	P42702	0.30000000000000004	0.94	0.999216	0.0	0.8	0.96	Reviewed
835	835	835	0	ENSG00000171495	MROH2B	0.0	Q7Z745	0.7	0.0	0.973	0.0	0.0	0.7	Reviewed
836	836	836	0	ENSG00000178996	SNX18	0.0	Q96RF0	0.9964	0.8	0.8	0.0	0.0	0.9941200000000001	Reviewed
837	837	837	0	ENSG00000122012	SV2C	0.0	Q496J9	0.8	0.8	0.9559	0.0	0.8	0.657	Reviewed
838	838	838	0	ENSG00000203690	TCP10	0.0	Q12799	0.79	0.0	0.0	0.0	0.91	0.0	Reviewed
839	839	839	0	ENSG00000111913	FAM65B	0.0	Q9Y4F9	0.9994959999999999	0.94	0.8600000000000001	0.0	0.7	0.0	Reviewed
840	840	840	0	ENSG00000204427	ABHD16A	0.0	O95870	0.0	0.8	0.79	0.0	0.0	0.0	Reviewed
841	841	841	0	ENSG00000204351	SKIV2L	0.0	Q15477	0.958	0.0	0.0	0.0	0.9874	0.0	Reviewed
842	842	842	0	ENSG00000168477	ENSG00000168477	0.0	P22105	0.958	0.9987652	0.8	0.0	0.0	0.7	Reviewed
843	843	843	0	ENSG00000239264	PIP5K1P1	0.0	Q8NBS9	0.51	0.30000000000000004	0.8	0.0	0.0	0.995884	Reviewed
844	844	844	0	ENSG00000091140	DLD	0.0	P09622	0.96	0.0	0.51	0.9994959999999999	0.992	0.30000000000000004	Reviewed
845	845	845	0	ENSG00000091140	DLD	0.0	P09622	0.96	0.0	0.51	0.9994959999999999	0.992	0.30000000000000004	Reviewed
846	846	846	0	ENSG00000184903	LRRN3	0.0	Q96T52	0.0	0.8	0.79	0.982	0.0	0.0	Reviewed
847	847	847	0	ENSG00000146966	DENND2A	0.0	Q9ULE3	0.8600000000000001	0.0	0.94	0.0	0.0	0.0	Reviewed
848	848	848	0	ENSG00000178234	GALNT11	0.0	Q8NCW6	0.8	0.8	0.8600000000000001	0.0	0.0	0.958	Reviewed
849	849	849	0	ENSG00000009335	UBE3C	0.0	Q15386	0.9706	0.0	0.94	0.8	0.9916	0.0	Reviewed
850	850	850	0	ENSG00000009335	UBE3C	0.0	Q15386	0.9706	0.0	0.94	0.8	0.9916	0.0	Reviewed
851	851	851	0	ENSG00000048052	HDAC9	0.0	Q9UKV0	0.8	0.0	0.0	0.0	0.9999936495999999	0.0	Reviewed
852	852	852	0	ENSG00000048052	HDAC9	0.0	Q9UKV0	0.8	0.0	0.0	0.0	0.9999936495999999	0.0	Reviewed
853	853	853	0	ENSG00000183742	MACC1	0.0	Q6ZN28	0.91	0.0	0.0	0.96	0.30000000000000004	0.0	Reviewed
854	854	854	0	ENSG00000001631	KRIT1	0.0	O00522	0.99118	0.8600000000000001	0.9984	0.0	0.30000000000000004	0.0	Reviewed
855	855	855	0	ENSG00000205038	PKHD1L1	0.0	Q86WI1	0.8600000000000001	0.8600000000000001	0.9706	0.0	0.0	0.0	Reviewed
856	856	856	0	ENSG00000171044	XKR6	0.0	Q5GH73	0.8	0.8	0.958	0.0	0.0	0.0	Reviewed
857	857	857	0	ENSG00000153310	FAM49B	0.0	Q9NUQ9	0.972	0.8600000000000001	0.958	0.0	0.8	0.79	Reviewed
858	858	858	0	ENSG00000104218	CSPP1	0.0	Q1MSJ5	0.9997648000000001	0.0	0.0	0.0	0.91	0.0	Reviewed
859	859	859	0	ENSG00000178287	ENSG00000178287	0.0	Q6PDA7	0.0	0.30000000000000004	0.8	0.0	0.0	0.7	Reviewed
860	860	860	0	ENSG00000178287	SPAG11A	0.0	Q6PDA7	0.0	0.30000000000000004	0.8	0.0	0.0	0.7	Reviewed
861	861	861	0	ENSG00000106771	TMEM245	0.0	Q9H330	0.8	0.8	0.958	0.0	0.0	0.0	Reviewed
862	862	862	0	ENSG00000148154	UGCG	0.0	Q16739	0.0	0.8	0.902	0.0	0.8	0.9974799999999999	Reviewed
863	863	863	0	ENSG00000188523	C9orf171	0.0	Q6ZQR2	0.8	0.0	0.30000000000000004	0.0	0.91	0.0	Reviewed
864	864	864	0	ENSG00000148248	SURF4	0.0	O15260	0.8600000000000001	0.8	0.902	0.8	0.0	0.99913564	Reviewed
865	865	865	0	ENSG00000148248	SURF4	0.0	O15260	0.8600000000000001	0.8	0.902	0.8	0.0	0.99913564	Reviewed
866	866	866	0	ENSG00000054179	ENTPD2	0.0	Q9Y5L3	0.30000000000000004	0.96	0.902	0.0	0.0	0.30000000000000004	Reviewed
867	867	867	0	ENSG00000183354	MLANA	0.0	Q5HYC2	0.988	0.7	0.0	0.0	0.94	0.0	Reviewed
868	868	868	0	ENSG00000147854	UHRF2	0.0	Q96PU4	0.0	0.0	0.0	0.0	0.999856	0.0	Reviewed
869	869	869	0	ENSG00000148019	CEP78	0.0	Q5JTW2	0.998236	0.0	0.0	0.0	0.7	0.0	Reviewed
870	870	870	0	ENSG00000148019	CEP78	0.0	Q5JTW2	0.998236	0.0	0.0	0.0	0.7	0.0	Reviewed
871	871	871	0	ENSG00000165030	NFIL3	0.0	Q16649	0.0	0.0	0.0	0.0	0.99892	0.0	Reviewed
872	872	872	0	ENSG00000101856	PGRMC	0.0	O00264	0.91	0.8	0.9981478000000001	0.0	0.8	0.9706	Reviewed
873	873	873	0	ENSG00000005022	SLC25A5	0.0	P05141	0.992	0.96	0.9855940000000001	0.99928	0.30000000000000004	0.0	Reviewed
874	874	874	0	ENSG00000147041	SYTL5	0.0	Q8TDW5	0.988	0.8	0.94	0.0	0.8	0.7	Reviewed
875	875	875	0	ENSG00000185946	RNPC3	0.0	Q96LT9	0.0	0.0	0.0	0.0	0.9995200000000001	0.7	Reviewed
876	876	876	0	ENSG00000196369	SRGAP2B	0.0	P0DMP2	0.7	0.0	0.0	0.0	0.0	0.0	Reviewed
877	877	877	0	ENSG00000178104	PDE4DIP	0.0	Q5VU43	0.9995139999999999	0.0	0.0	0.0	0.9946	0.982	Reviewed
878	878	878	0	ENSG00000198854	C1orf68	0.0	Q5T750	0.91	0.7	0.0	0.0	0.0	0.7	Reviewed
879	879	879	0	ENSG00000116604	MEF2D	0.0	Q14814	0.8600000000000001	0.0	0.0	0.0	0.9999568000000001	0.0	Reviewed
880	880	880	0	ENSG00000219481	NBPF1	0.0	Q3BBV0	0.958	0.0	0.0	0.0	0.7	0.0	Reviewed
881	881	881	0	ENSG00000198797	BRINP2	0.0	Q9C0B6	0.94	0.79	0.94	0.0	0.8	0.94	Reviewed
882	882	882	0	ENSG00000116668	SWT1	0.0	Q5T5J6	0.96	0.0	0.0	0.0	0.973	0.0	Reviewed
883	883	883	0	ENSG00000136636	KCTD3	0.0	Q9Y597	0.94	0.8	0.7	0.0	0.7	0.0	Reviewed
884	884	884	0	ENSG00000136636	KCTD3	0.0	Q9Y597	0.94	0.8	0.7	0.0	0.7	0.0	Reviewed
885	885	885	0	ENSG00000154358	OBSCN	0.0	Q5VST9	0.99993196	0.94	0.972	0.0	0.94	0.0	Reviewed
886	886	886	0	ENSG00000155816	FMN2	0.0	Q9NZ56	0.9996472	0.8	0.902	0.0	0.94	0.79	Reviewed
887	887	887	0	ENSG00000197472	ZNF695	0.0	Q8IW36	0.0	0.0	0.0	0.0	0.9916	0.7	Reviewed
888	888	888	0	ENSG00000197472	ZNF695	0.0	Q8IW36	0.0	0.0	0.0	0.0	0.9916	0.7	Reviewed
889	889	889	0	ENSG00000177212	OR2T33	0.0	Q8NG76	0.0	0.8	0.9874	0.0	0.0	0.0	Reviewed
890	890	890	0	ENSG00000116819	TFAP2E	0.0	Q6VUC0	0.0	0.0	0.0	0.0	0.9919	0.0	Reviewed
891	891	891	0	ENSG00000116675	DNAJC6	0.0	O75061	0.9962200000000001	0.0	0.8600000000000001	0.0	0.982	0.0	Reviewed
892	892	892	0	ENSG00000172671	ZFAND4	0.0	Q86XD8	0.7	0.0	0.0	0.0	0.973	0.8	Reviewed
893	893	893	0	ENSG00000187240	DYNC2H1	0.0	Q8NCM8	0.9997732	0.8	0.853	0.8	0.0	0.8	Reviewed
894	894	894	0	ENSG00000198788	MUC2	0.0	Q9UMI9	0.7	0.0	0.0	0.0	0.0	0.0	Unreviewed
895	895	895	0	ENSG00000117983	MUC5B	0.0	Q9HC84	0.972	0.79	0.8600000000000001	0.0	0.0	0.79	Reviewed
896	896	896	0	ENSG00000176971	FIBIN	0.30000000000000004	Q8TAL6	0.7	0.30000000000000004	0.8	0.0	0.0	0.853	Reviewed
897	897	897	0	ENSG00000206013	IFITM5	0.0	A6NNB3	0.0	0.8	0.94	0.0	0.0	0.0	Reviewed
898	898	898	0	ENSG00000166181	API5	0.0	Q9BZZ5	0.79	0.8	0.30000000000000004	0.0	0.9976	0.0	Reviewed
899	899	899	0	ENSG00000166181	ENSG00000166181	0.0	Q9BZZ5	0.79	0.8	0.30000000000000004	0.0	0.9976	0.0	Reviewed
900	900	900	0	ENSG00000013725	CD6	0.0	P30203	0.0	0.958	0.9999328000000002	0.0	0.0	0.0	Reviewed
901	901	901	0	ENSG00000110076	NRXN2	0.0	Q9P2S2	0.0	0.94	0.853	0.0	0.0	0.8	Reviewed
902	902	902	0	ENSG00000110076	NRXN2	0.0	P58401	0.0	0.94	0.8	0.0	0.0	0.0	Reviewed
903	903	903	0	ENSG00000175229	GAL3ST3	0.0	Q96A11	0.0	0.8	0.8600000000000001	0.0	0.0	0.958	Reviewed
904	904	904	0	ENSG00000179292	TMEM151A	0.0	Q8N4L1	0.8	0.8	0.79	0.0	0.8	0.0	Reviewed
905	905	905	0	ENSG00000172935	MRGPRF	0.0	Q96AM1	0.0	0.8	0.999784	0.0	0.96	0.0	Reviewed
906	906	906	0	ENSG00000150672	DLG2	0.0	Q15700	0.9874	0.8	0.9999957134799999	0.0	0.7	0.0	Reviewed
907	907	907	0	ENSG00000111215	TAS2R43	0.0	Q16378	0.30000000000000004	0.79	0.8	0.0	0.0	0.7	Reviewed
908	908	908	0	ENSG00000173064	HECTD4	0.0	Q9Y4D8	0.982	0.8	0.30000000000000004	0.0	0.8	0.7	Reviewed
909	909	909	0	ENSG00000135144	DTX1	0.0	Q86Y01	0.9983200000000001	0.0	0.0	0.0	0.9999040000000001	0.0	Reviewed
910	910	910	0	ENSG00000186815	TPCN1	0.0	Q9ULQ1	0.972	0.8	0.9962200000000001	0.0	0.0	0.958	Reviewed
911	911	911	0	ENSG00000230657	PRB4	0.0	E9PAL0	0.0	0.0	0.0	0.0	0.0	0.7	Unreviewed
912	912	912	0	ENSG00000022840	RNF10	0.0	Q8N5U6	0.96	0.0	0.0	0.8	0.9946	0.0	Reviewed
913	913	913	0	ENSG00000060982	ENSG00000268865	0.0	P54687	0.937	0.0	0.0	0.7	0.0	0.0	Reviewed
914	914	914	0	ENSG00000133703	KRAS	0.0	P01116	0.972	0.8	0.9971188	0.30000000000000004	0.7	0.7	Reviewed
915	915	915	0	ENSG00000087448	KLHL42	0.0	Q9P2K6	0.99118	0.0	0.0	0.0	0.0	0.0	Reviewed
916	916	916	0	ENSG00000170465	KRT6C	0.0	P48668	0.999827128	0.0	0.0	0.0	0.8	0.0	Reviewed
917	917	917	0	ENSG00000170421	KRT18	0.0	P05787	0.999995159584	0.0	0.7599	0.0	0.657	0.0	Reviewed
